time,open,high,low,close,Volume,Volume MA,Plot,Total,Total BTC,Total ALTs,PE Ratio,PB Ratio,Total Debt,Total Equity,Stock Symbol
2018-09-13,1170.74,1178.61,1162.85,1175.33,1431214,1339385.1,0,1.89762E+11,1.1205E+11,77712268006,50.90212213,5.04917417,3981000000,1.62E+11,GOOG
2018-09-14,1179.1,1180.425,1168.3295,1172.53,943978,1319425.95,0,1.81181E+11,1.08104E+11,73076389085,50.78085751,5.037145474,3981000000,1.62E+11,GOOG
2018-09-17,1170.14,1177.24,1154.03,1156.05,1306522,1315269.8,0,1.81181E+11,1.08104E+11,73076389085,50.06712863,4.966348004,3981000000,1.62E+11,GOOG
2018-09-18,1157.09,1176.08,1157.09,1161.22,1203686,1331915.5,0,1.87158E+11,1.09457E+11,77700875137,50.29103508,4.988558132,3981000000,1.62E+11,GOOG
2018-09-19,1164.98,1173.21,1154.58,1171.09,1191386,1331205.8,0,1.88704E+11,1.10446E+11,78258099244,50.71849285,5.030959287,3981000000,1.62E+11,GOOG
2018-09-20,1179.99,1189.89,1173.36,1186.87,1225387,1348105.7,0,1.9969E+11,1.12265E+11,87424189239,51.40190559,5.098749583,3981000000,1.62E+11,GOOG
2018-09-21,1192,1192.21,1166.04,1166.09,4405584,1518754.7,0,2.0459E+11,1.13842E+11,90747627086,50.5019489,5.009479472,3981000000,1.62E+11,GOOG
2018-09-24,1157.17,1178,1146.91,1173.37,1271017,1534963.55,0,2.0459E+11,1.13842E+11,90747627086,50.8172369,5.040754082,3981000000,1.62E+11,GOOG
2018-09-25,1176.15,1186.88,1168,1184.65,977731,1526037.35,0,2.01277E+11,1.11221E+11,90056087859,51.30576007,5.089212545,3981000000,1.62E+11,GOOG
2018-09-26,1185.15,1194.23,1174.765,1180.49,1462253,1533949.65,0,2.01845E+11,1.11794E+11,90050276795,51.1255955,5.071341339,3981000000,1.62E+11,GOOG
2018-09-27,1186.73,1202.1,1183.63,1194.64,1260754,1531521.75,0,2.11505E+11,1.15613E+11,95891491506,51.7384149,5.132129215,3981000000,1.62E+11,GOOG
2018-09-28,1191.87,1195.41,1184.5,1193.47,1380629,1533981.25,0,2.09591E+11,1.13763E+11,95828541867,44.90206701,4.890507452,3986000000,1.6984E+11,GOOG
2018-10-01,1199.89,1209.9,1190.3,1195.31,1357604,1511040.15,0,2.09591E+11,1.13763E+11,95828541867,44.97129356,4.89804726,3986000000,1.6984E+11,GOOG
2018-10-02,1190.96,1209.96,1186.63,1200.11,1687914,1503883.6,0,2.05038E+11,1.12542E+11,92496364311,45.15188454,4.917716322,3986000000,1.6984E+11,GOOG
2018-10-03,1205,1206.41,1193.83,1202.95,1256214,1463628.85,0,2.0318E+11,1.11804E+11,91375173810,45.25873421,4.92935385,3986000000,1.6984E+11,GOOG
2018-10-04,1195.33,1197.51,1155.576,1168.19,2209490,1479680,0,2.0567E+11,1.13399E+11,92271291174,43.9509545,4.786917058,3986000000,1.6984E+11,GOOG
2018-10-05,1167.5,1173.4999,1145.12,1157.35,1184452,1468832.4,0,2.07463E+11,1.14457E+11,93006604153,43.54311986,4.742497759,3986000000,1.6984E+11,GOOG
2018-10-08,1150.11,1168,1127.3636,1148.97,1932355,1509660.35,0,2.07463E+11,1.14457E+11,93006604153,43.2278381,4.708158854,3986000000,1.6984E+11,GOOG
2018-10-09,1146.15,1154.35,1137.572,1138.82,1308764,1514620.3,0,2.06022E+11,1.14185E+11,91837405142,42.84596342,4.666566983,3986000000,1.6984E+11,GOOG
2018-10-10,1131.08,1132.17,1081.13,1081.22,2675742,1583633.8,0,2.03336E+11,1.12958E+11,90377739133,40.67887161,4.430538235,3986000000,1.6984E+11,GOOG
2018-10-11,1072.94,1106.4,1068.27,1079.32,2950120,1659579.1,0,1.83571E+11,1.06635E+11,76935661677,40.60738768,4.422752565,3986000000,1.6984E+11,GOOG
2018-10-12,1108,1115,1086.402,1110.08,2101303,1717445.35,0,1.95088E+11,1.11695E+11,83392610781,41.7646749,4.548798472,3986000000,1.6984E+11,GOOG
2018-10-15,1108.91,1113.4464,1089,1092.25,1372393,1720738.9,0,1.95088E+11,1.11695E+11,83392610781,41.09385464,4.475736101,3986000000,1.6984E+11,GOOG
2018-10-16,1104.59,1124.22,1102.5,1121.28,1928540,1756981.6,0,1.97449E+11,1.1205E+11,85398685609,42.18605386,4.594692951,3986000000,1.6984E+11,GOOG
2018-10-17,1126.46,1128.99,1102.19,1115.69,1467226,1770773.6,0,1.97121E+11,1.11647E+11,85474334522,41.97574061,4.571786689,3986000000,1.6984E+11,GOOG
2018-10-18,1121.84,1121.84,1077.09,1087.97,2094524,1814230.45,0,1.94665E+11,1.10914E+11,83750118144,40.93282768,4.458197854,3986000000,1.6984E+11,GOOG
2018-10-19,1093.37,1110.36,1087.75,1096.46,1267649,1657333.7,0,1.95999E+11,1.11134E+11,84865714154,41.25224798,4.492987508,3986000000,1.6984E+11,GOOG
2018-10-22,1103.06,1112.23,1091,1101.16,1514220,1669493.85,0,1.95999E+11,1.11134E+11,84865714154,41.42907665,4.512246798,3986000000,1.6984E+11,GOOG
2018-10-23,1080.89,1107.89,1070,1103.69,1848654,1713040,0,1.9584E+11,1.1092E+11,84920056402,41.52426315,4.522614033,3986000000,1.6984E+11,GOOG
2018-10-24,1104.25,1106.12,1048.74,1050.71,1982430,1739048.85,0,1.95776E+11,1.11257E+11,84518746029,39.53099017,4.305516758,3986000000,1.6984E+11,GOOG
2018-10-25,1071.79,1110.98,1069.55,1095.57,2545839,1803303.1,0,1.95116E+11,1.1094E+11,84175774083,41.2187634,4.489340536,3986000000,1.6984E+11,GOOG
2018-10-26,1037.03,1106.53,1034.09,1071.47,4187586,1943650.95,0,1.89793E+11,1.08777E+11,81016215717,40.31204617,4.390585453,3986000000,1.6984E+11,GOOG
2018-10-29,1082.47,1097.04,995.83,1020.08,3880723,2069806.9,0,1.89793E+11,1.08777E+11,81016215717,38.37859395,4.180003554,3986000000,1.6984E+11,GOOG
2018-10-30,1008.46,1037.49,1000.75,1036.21,3212657,2146044.05,0,1.9046E+11,1.08843E+11,81616739670,38.9854549,4.246099799,3986000000,1.6984E+11,GOOG
2018-10-31,1059.81,1091.94,1057,1076.77,2529768,2209721.75,0,1.9197E+11,1.09446E+11,82523713021,40.51144872,4.412303375,3986000000,1.6984E+11,GOOG
2018-11-01,1075.8,1083.975,1062.46,1070,1481979,2173346.2,0,1.9323E+11,1.10112E+11,83118198356,40.25674018,4.384561802,3986000000,1.6984E+11,GOOG
