,Stock Symbol,time,close,0,1,2,3,4,5,6,7,8,9,10,11,12
0,VOXX,2018-09-13,5.275,0.8444444444444446,0.7907949790794981,0.9154228855721391,0.11468439000626349,0.13630851739891653,0.0,0.3658238778890441,0.3192214405199051,0.46341710905885514,0.0699852249207581,0.7606112038888131,0.8225058004640395,0.804056553368131
1,VOXX,2018-09-14,5.3,0.7955555555555556,0.7489539748953973,0.9353233830845773,0.16804579302665462,0.145064269824846,0.0,0.332234604848565,0.29639926874136446,0.4072698455773006,0.06637773933898294,0.7729508344659857,0.8225058004640395,0.804056553368131
2,VOXX,2018-09-17,5.15,0.822222222222222,0.7489539748953973,0.865671641791045,0.11721414155473588,0.15317729620274556,0.0,0.332234604848565,0.29639926874136446,0.4072698455773006,0.08802265432457568,0.6989130598329407,0.8225058004640395,0.804056553368131
3,VOXX,2018-09-18,5.15,0.7333333333333334,0.7071129707112969,0.8407960199004973,0.156138214211149,0.1570108568438926,0.0,0.35563083896614384,0.30422450909016463,0.4632791247783218,0.08802265432457568,0.6989130598329407,0.8225058004640395,0.804056553368131
4,VOXX,2018-09-19,5.25,0.7555555555555555,0.7489539748953973,0.8681592039800994,0.11288537824483262,0.159200350941766,0.0,0.36168246652943253,0.30994451108939847,0.47002792242536084,0.07359271087626873,0.7482715821416315,0.8225058004640395,0.804056553368131
5,VOXX,2018-09-20,5.45,0.7555555555555555,0.8117154811715481,0.8905472636815919,0.15219221936112465,0.16167117668350017,0.0,0.40468581737696824,0.32046491921539066,0.5810426574551297,0.04473282435338988,0.8469886090990306,0.8225058004640395,0.804056553368131
6,VOXX,2018-09-21,5.3,0.8444444444444446,0.8117154811715481,0.9154228855721391,0.21901663302943838,0.18505617459019258,0.0,0.4238662669630711,0.3295856908562316,0.6212943429801321,0.06637773933898294,0.7729508344659857,0.8225058004640395,0.804056553368131
7,VOXX,2018-09-24,5.15,0.7555555555555555,0.7360669456066946,0.8407960199004973,0.16545340663929292,0.1912577025657335,0.0,0.4238662669630711,0.3295856908562316,0.6212943429801321,0.08802265432457568,0.6989130598329407,0.8225058004640395,0.804056553368131
8,VOXX,2018-09-25,5.15,0.7333333333333334,0.6861924686192469,0.8407960199004973,0.10524044818706939,0.17852549971116244,0.0,0.4108979344163856,0.31442681801498606,0.6129187930902691,0.08802265432457568,0.6989130598329407,0.8225058004640395,0.804056553368131
9,VOXX,2018-09-26,5.1,0.7111111111111108,0.6861924686192469,0.8407960199004973,0.10979191314635674,0.18685369475739033,0.0,0.4131213008173869,0.31774083332900127,0.6128484126193647,0.09523762586186157,0.6742338075085865,0.8225058004640395,0.804056553368131
10,VOXX,2018-09-27,5.35,0.7333333333333334,0.8723849372384935,0.8407960199004973,0.9173115735263414,0.30740486014314544,0.0,0.4509341871442753,0.3398284851339294,0.68359405266298,0.05916276742796167,0.7976300956203313,0.8225058004640395,0.804056553368131
11,VOXX,2018-09-28,5.2,0.7999999999999998,0.7489539748953973,0.8905472636815919,0.08856218247616396,0.3158620451920922,0.0,0.44344206867329555,0.32912878473091367,0.6828316406096817,0.0808076824135544,0.7235923209872859,0.8225058004640395,0.804056553368131
12,VOXX,2018-10-01,5.24,0.7600000000000002,0.7196652719665273,0.8208955223880596,0.2253531908970701,0.335743741343909,0.0,0.44344206867329555,0.32912878473091367,0.6828316406096817,0.07503570525847292,0.7433357228467694,0.8225058004640395,0.804056553368131
13,VOXX,2018-10-02,5.55,0.7644444444444445,0.874476987447699,0.8407960199004973,0.5024949544157562,0.3894341620014356,0.0,0.4256199080680862,0.32206698246492327,0.6424741044461408,0.03030288090508282,0.8963471225777304,0.8225058004640395,0.804056553368131
14,VOXX,2018-10-03,5.52,0.9155555555555552,0.8702928870292885,0.9154228855721391,0.07120189296401976,0.3824492421559344,0.0,0.41834699473523335,0.3177986695473959,0.6288948502107683,0.034631864051695715,0.881539571183118,0.8225058004640395,0.804056553368131
15,VOXX,2018-10-04,5.32,0.8888888888888888,0.8284100418410041,0.9328358208955225,0.49877166121511585,0.44687919252258296,0.0,0.4280937946269468,0.32702354638134734,0.6397481400840188,0.06349175057457435,0.7828225353957274,0.8225058004640395,0.804056553368131
16,VOXX,2018-10-05,5.33,0.8044444444444445,0.7698744769874477,0.8830845771144276,0.2640162850581112,0.4806884730196837,0.0,0.43511227342447373,0.33314261828750447,0.6486538540331686,0.06204875619237005,0.7877583858605977,0.8225058004640395,0.804056553368131
17,VOXX,2018-10-08,5.37,0.8044444444444445,0.8075313807531381,0.9203980099502487,0.22968891363351662,0.5000892366182601,0.0,0.43511227342447373,0.33314261828750447,0.6486538540331686,0.05627677903728856,0.807501796550073,0.8225058004640395,0.804056553368131
18,VOXX,2018-10-09,5.76,0.8444444444444446,1.0000000000000002,0.9427860696517412,0.680718908761918,0.5919328985109993,0.0,0.4294716554951729,0.3315694731471691,0.6344931466351356,0.0,0.9999999999999998,0.8225058004640395,0.804056553368131
19,VOXX,2018-10-10,5.42,1.0,0.9205020920502089,1.0,0.6813313382977243,0.6700135495101993,0.0,0.4189576376200154,0.3244729691501419,0.6168144597239784,0.049061807126267176,0.8321810577044182,0.8225058004640395,0.804056553368131
20,VOXX,2018-10-11,5.4,0.7111111111111108,0.8909205020920503,0.8159203980099501,1.0,0.8114699911986563,0.0,0.34158996699362326,0.28790312825918607,0.45401127234075556,0.051947795890675885,0.8223093479446855,0.8225058004640395,0.804056553368131
21,VOXX,2018-10-12,5.23,0.8800000000000003,0.8106276150627616,0.8795024875621893,0.42296262787946276,0.8522008085226807,0.0,0.3866718522758979,0.3171682547668939,0.5322143550371157,0.07647869964067722,0.7383998723818987,0.8225058004640395,0.804056553368131
22,VOXX,2018-10-15,5.32,0.7688888888888892,0.7531380753138077,0.865671641791045,0.16624330155195213,0.8600347272222835,0.0,0.3866718522758979,0.3171682547668939,0.5322143550371157,0.06349175057457435,0.7828225353957274,0.8225058004640395,0.804056553368131
23,VOXX,2018-10-16,5.26,0.8044444444444445,0.7573221757322177,0.8507462686567164,0.17069037511309068,0.8623598832195682,0.0,0.39591369747442623,0.3192214405199051,0.5565108506641268,0.07214971649406443,0.7532074326065026,0.8225058004640395,0.804056553368131
24,VOXX,2018-10-17,5.25,0.7644444444444445,0.7196652719665273,0.8606965174129351,0.46651819890041063,0.918863620315703,0.0,0.39462978166539725,0.3168906409185994,0.5574270694702443,0.07359271087626873,0.7482715821416315,0.8225058004640395,0.804056553368131
25,VOXX,2018-10-18,5.31,0.7644444444444445,0.7573221757322177,0.900497512437811,0.1692393346788225,0.9215874221403555,0.0,0.38501607060754656,0.3126512461102694,0.5365442912690626,0.06493474495677864,0.7778866849308563,0.8225058004640395,0.804056553368131
26,VOXX,2018-10-19,5.21,0.7911111111111113,0.7322175732217573,0.8855721393034828,0.1318706938548264,0.9076631737434178,0.0,0.3902378501479264,0.31392364291495234,0.5500557880488208,0.07936468803135022,0.728528171452157,0.8225058004640395,0.804056553368131
27,VOXX,2018-10-22,5.17,0.7600000000000002,0.7364016736401673,0.8756218905472637,0.09444289790521261,0.8963170574266828,0.0,0.3902378501479264,0.31392364291495234,0.5500557880488208,0.0851366655601673,0.7087847695926739,0.8225058004640395,0.804056553368131
28,VOXX,2018-10-23,5.175,0.7288888888888887,0.7196652719665273,0.855721393034826,0.12703389240726565,0.8997992315086991,0.0,0.3896154641307447,0.3126859478413062,0.5507139520277837,0.08441516836906504,0.7112526904101137,0.8225058004640395,0.804056553368131
29,VOXX,2018-10-24,5.05,0.7466666666666666,0.6987447698744773,0.8009950248756215,0.211326466699144,0.9160225043075434,0.0,0.3893649439728854,0.31463502840120694,0.5458534973794447,0.10245259739914736,0.6495545463542414,0.8225058004640395,0.804056553368131
30,VOXX,2018-10-25,5.14,0.6933333333333334,0.6820083682008369,0.8208955223880596,0.0871041826153525,0.7833712982788175,0.0,0.38678145484496135,0.31280162027809555,0.5416996062733566,0.08946564833304449,0.6939772093680696,0.8225058004640395,0.804056553368131
31,VOXX,2018-10-26,5.06,0.7022222222222223,0.6861924686192469,0.8159203980099501,0.16111420418957478,0.7949637187817784,0.0,0.36594522359050724,0.30029164623932636,0.5034327405755601,0.10100960301694306,0.654490396819112,0.8225058004640395,0.804056553368131
32,VOXX,2018-10-29,5.23,0.6888888888888887,0.6987447698744773,0.8159203980099501,0.3138109819750853,0.809097575933134,0.0,0.36594522359050724,0.30029164623932636,0.5034327405755601,0.07647869964067722,0.7383998723818987,0.8225058004640395,0.804056553368131
33,VOXX,2018-10-30,5.21,0.7644444444444445,0.7238493723849373,0.8606965174129351,0.0633829772426752,0.7389359103163646,0.0,0.3685561133606971,0.3006733652807313,0.5107059625881839,0.07936468803135022,0.728528171452157,0.8225058004640395,0.804056553368131
34,VOXX,2018-10-31,5.1,0.7644444444444445,0.7196652719665273,0.8407960199004973,0.08266754819402881,0.7407679019498061,0.0,0.37446682333519005,0.30416088924993046,0.5216907343169418,0.09523762586186157,0.6742338075085865,0.8225058004640395,0.804056553368131
35,VOXX,2018-11-01,5.37,0.7155555555555559,0.7991631799163177,0.8457711442786069,0.18352703737212056,0.6903978618795066,0.0,0.37939893894304505,0.3080127813950161,0.5288908198474251,0.05627677903728856,0.807501796550073,0.8225058004640395,0.804056553368131
36,VOXX,2018-11-02,5.29,0.8311111111111114,0.8075313807531381,0.8856218905472639,0.048134873686408244,0.6559041559800489,0.0,0.40917952270856955,0.3144846542333808,0.6074813163175756,0.06782073372118713,0.7680149840011146,0.8225058004640395,0.804056553368131
37,VOXX,2018-11-05,5.28,0.7822222222222224,0.7656485355648537,0.91044776119403,0.019354165216786137,0.6222967003578916,0.0,0.40917952270856955,0.3144846542333808,0.6074813163175756,0.06926372772965583,0.7630791335362439,0.8225058004640395,0.804056553368131
