,date,text,sentiment,title,Ticker
0,"Tue, 20 Aug 2019 17:15:15 -0400","CEO of Casi Pharmaceuticals Inc (30-Year Financial, Insider Trades) Wei-wu He (insider trades) bought 20,000 shares of CASI on 08/16/2019 at an average price of $3.2 a share.",Positive,"Casi Pharmaceuticals Inc (CASI) CEO Wei-wu He Bought $64,000 of Shares",CASI
1,"Thu, 15 Aug 2019 17:15:09 -0400","CEO of Casi Pharmaceuticals Inc (30-Year Financial, Insider Trades) Wei-wu He (insider trades) bought 160,000 shares of CASI on 08/14/2019 at an average price of $3.17 a share.",Positive,"Casi Pharmaceuticals Inc (CASI) CEO Wei-wu He Bought $507,200 of Shares",CASI
