,date,text,sentiment,title,Ticker
0,"Wed, 06 Nov 2019 23:09:38 -0500",Five Star Senior Living Inc. (FVE) CEO Katie Potter on Q3 2019 Results - Earnings Call Transcript,Neutral,Five Star Senior Living Inc. (FVE) CEO Katie Potter on Q3 2019 Results - Earnings Call Transcript,FVE
1,"Wed, 07 Aug 2019 13:12:08 -0400",Five Star Senior Living's (FVE) CEO Katie Potter on Q2 2019 Results - Earnings Call Transcript,Neutral,Five Star Senior Living's (FVE) CEO Katie Potter on Q2 2019 Results - Earnings Call Transcript,FVE
2,"Wed, 08 May 2019 14:49:07 -0400",Five Star Senior Living's (FVE) CEO Katie Potter on Q1 2019 Results - Earnings Call Transcript,Neutral,Five Star Senior Living's (FVE) CEO Katie Potter on Q1 2019 Results - Earnings Call Transcript,FVE
