,date,text,sentiment,title,Ticker
0,"Fri, 15 Nov 2019 08:45:07 -0500","Erie Indemnity (ERIE) possesses solid growth attributes, which could help it handily outperform the market.",Positive,"Is Erie Indemnity (ERIE) a Solid Growth Stock? 3 Reasons to Think "" Yes """,ERIE
1,"Wed, 30 Oct 2019 08:45:06 -0400","Erie Indemnity (ERIE) is well positioned to outperform the market, as it exhibits above-average growth in financials.",Positive,3 Reasons Why Erie Indemnity (ERIE) Is a Great Growth Stock,ERIE
2,"Sat, 26 Oct 2019 23:50:04 -0400",Erie Indemnity Co (ERIE) CEO Timothy NeCastro on Q3 2019 Results - Earnings Call Transcript,Neutral,Erie Indemnity Co (ERIE) CEO Timothy NeCastro on Q3 2019 Results - Earnings Call Transcript,ERIE
3,"Thu, 24 Oct 2019 18:45:08 -0400","Erie Indemnity (ERIE) delivered earnings and revenue surprises of 7.14% and -0.15%, respectively, for the quarter ended September 2019. Do the numbers hold clues to what lies ahead for the stock?",Positive,Erie Indemnity (ERIE) Q3 Earnings Beat Estimates,ERIE
4,"Thu, 17 Oct 2019 10:34:10 -0400",Erie Indemnity (ERIE) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,Positive,Erie Indemnity (ERIE) Earnings Expected to Grow: Should You Buy?,ERIE
5,"Fri, 26 Jul 2019 15:02:04 -0400",Erie Indemnity Company (ERIE) CEO Timothy NeCastro on Q2 2019 Results - Earnings Call Transcript,Neutral,Erie Indemnity Company (ERIE) CEO Timothy NeCastro on Q2 2019 Results - Earnings Call Transcript,ERIE
6,"Thu, 25 Jul 2019 18:55:04 -0400","Erie Indemnity (ERIE) delivered earnings and revenue surprises of 2.44% and -0.57%, respectively, for the quarter ended June 2019. Do the numbers hold clues to what lies ahead for the stock?",Positive,Erie Indemnity (ERIE) Q2 Earnings Beat Estimates,ERIE
7,"Thu, 18 Jul 2019 10:33:08 -0400",Erie Indemnity (ERIE) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,Positive,Erie Indemnity (ERIE) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,ERIE
8,"Fri, 03 May 2019 11:59:07 -0400",Erie Indemnity Co (ERIE) CEO Timothy NeCastro on Q1 2019 Results - Earnings Call Transcript,Neutral,Erie Indemnity Co (ERIE) CEO Timothy NeCastro on Q1 2019 Results - Earnings Call Transcript,ERIE
